MissionID,MissionNameShort,MissionNameFull,MissionAgencies,MissionStatus,LaunchDate,EOLDate,Applications,Instruments,InstrumentIDs,OrbitType,OrbitAltitude,OrbitPeriod,OrbitInclination,RepeatCycle,OrbitLST,OrbitLongitude,OrbitSense,MissionSite,DataAccessPortal
878,PicoDragon,PicoDragon,VAST,Mission complete,4-Aug-13,1-Mar-14,Education,PicoDragon color camera,1818,,410 km,,51.6 deg,,,,,,
478,Pleiades 1A,,CNES,Currently being flown,17-Dec-11,Dec-19,"Cartography, land use, risk, agriculture and forestry, civil planning and mapping, digital terrain models, defence.",HiRI,887,Sun-synchronous,694 km,,,26,10:15,,Descending,http://smsc.cnes.fr/PLEIADES/Fr/index.htm,
479,Pleiades 1B,,CNES,Currently being flown,2-Dec-12,Dec-20,"Cartography, land use, risk, agriculture and forestry, civil planning and mapping, digital terrain models, defence.",HiRI,887,Sun-synchronous,694 km,,,,10:15,,Descending,http://smsc.cnes.fr/PLEIADES/Fr/index.htm,
597,Post-EPS,Post EUMETSAT Polar System,"EUMETSAT, DLR",Cancelled,1-Jan-18,1-Jan-23,"Operational meteorology, climate monitoring, environmental services.",METimage,965,Sun-synchronous,817 km,101 mins,98.7 deg,29,9:30,,Descending,http://www.eumetsat.int/Home/Main/What_We_Do/Satellites/Future_Satellites/Post-EPS/index.htm?l=en,
142,PRIRODA,,ROSKOSMOS,Mission complete,1-Jan-96,1-Jan-99,,"ALISSA, DOPI, Greben, IKAR-D, IKAR-N, IKAR-P, ISTOK-1, MOS, MSU-E2, MSU-SK, Ozon-M, R-400, Travers SAR, TV camera","235, 236, 237, 238, 239, 240, 241, 462, 243, 195, 244, 245, 246, 247","Inclined, non-sun-synchronous",420 km,,,,,,TBD,,
396,PRISMA,PRecursore IperSpettrale della Missione Applicativa,ASI,Currently being flown,22-Mar-19,Apr-24,"Land surface, agriculture and forestry, regional geology, land use studies, water resources, vegetation studies, coastal studies and soils.","HYC, PAN CAMERA","705, 832",Sun-synchronous,615 km,97 mins,97.9 deg,29,10:30,,Descending,http://www.asi.it,
403,PROBA,Project for On-Board Autonomy,ESA,Currently being flown,22-Oct-01,Dec-19,PROBA is a technology experiment to demonstrate the on-board autonomy of a generic platform suitable for small scientific or application missions. A number of earth observation instruments are included. CHRIS - a hyperspectral imager provides data related to Earth Resources science and applications.,"CHRIS, HRC","720, 1757",Sun-synchronous,615 km,96.97 mins,97.9 deg,7,10:30,,Descending,http://earth.esa.int/proba/,
737,PROBA-V,PROBA-V,"ESA, BELSPO",Currently being flown,7-May-13,Jun-20,"The PROBA-V mission’s main multispectral imager extends the 15-year dataset of Spot-4 & Spot-5’s Vegetation instrument, delivering global coverage every two days for uses including climate impact assessments, surface water resource management, agricultural monitoring, and food security estimates.",Vegetation,1664,Sun-synchronous,820 km,,98.73 deg,2,10:30 to 11:30,,Descending,http://esa.int/proba_missions,https://earth.esa.int/web/guest/data-access/browse-data-products/-/asset_publisher/y8Qb/content/proba-v-1km-synthesis-products-s1-toa-s1-toc-and-s10-toc
339,QuikSCAT,Quick Scatterometer,NASA,Mission complete,19-Jun-99,2-Oct-18,"The 3-year nominal QuikSCAT mission life is complete, and it is currently in extended operations. Due to technical failure (the antenna stopped rotating in November 2009), and the instrument no longer collects ocean wind vector data. However it still provides calibration data for other on-orbit scatterometers, which enables the continuation of a climate-quality wind vector dataset. Mission is scheduled for desommissioning in 2014, but may be extended for cross-calibration activities with Rapidscat.",SeaWinds,427,Sun-synchronous,803 km,101 mins,98.6 deg,,6:00,,Ascending,http://winds.jpl.nasa.gov/missions/quikscat/index.cfm,https://search.earthdata.nasa.gov/search?q=QuikSCAT
358,QuikTOMS,Quick Total Ozone Mapping Spectrometer,NASA,Mission complete,21-Sep-01,21-Sep-01,Continues longterm ozone measurements of the TOMS instruments.,TOMS,415,Sun-synchronous,800 km,,98 deg,,10:30,,Descending,http://www.spaceflightnow.com/taurus/t6/010919quiktoms.html,
916,RAADSat,RAADSat,UAE SA,Approved,Dec-20,Dec-21,"RAADSat is a 3U CubeSat satellite mission to study Terrestrial Gamma-ray Flashes (TGFs), upward directed bursts of X-rays and gamma-rays associated with thunderstorm activity. The mission will be based on an original detector design being developed at New York University Abu Dhabi (NYUAD).",TGF Detectors,1889,"Inclined, non-sun-synchronous",400 km,90 mins,51.6 deg,,,,,,
243,RADARSAT-1,RADARSAT-1,CSA,Mission complete,4-Nov-95,29-Mar-13,"Environmental monitoring, physical oceanography, ice and snow, land surface.",SAR (RADARSAT),456,Sun-synchronous,798 km,100.7 mins,98.594 deg,24,18:00,,Ascending,http://www.asc-csa.gc.ca/eng/satellites/radarsat1/default.asp,
352,RADARSAT-2,RADARSAT-2,"CSA, MDA",Currently being flown,14-Dec-07,Apr-24,"Environmental monitoring, physical oceanography, ice and snow, land surface. Note: Ownership of RADARSAT-2 has been transferred to MDA Corporation. CSA investment in the project is paid back with the data generated by the satellite since it entered operations.",SAR (RADARSAT-2),703,Sun-synchronous,798 km,100.7 mins,98.6 deg,24,18:00,,Ascending,http://www.asc-csa.gc.ca/eng/satellites/radarsat2/default.asp,
469,RapidEye,RapidEye,DLR,Currently being flown,29-Aug-08,Mar-20,"System of 5 satellites for cartography, land surface, digital terrain models, disaster management, environmental monitoring.",MSI,831,Sun-synchronous,622 km,97 mins,98.7 deg,1,11:00,,Descending,http://www.planet.com,
782,RapidScat-on-ISS,International Space Station/Rapid Scatterometer,NASA,Mission complete,20-Sep-14,19-Aug-16,"A speedy and cost-effective replacement for NASA's QuikScat Earth satellite, which monitored ocean winds to provide essential measurements used in weather predictions, including hurricane monitoring.",RapidScat,1738,"Inclined, non-sun-synchronous",425 km,90 mins,51 deg,,,,,http://winds.jpl.nasa.gov/missions/RapidScat/,http://winds.jpl.nasa.gov/getdata
561,RASAT,RASAT Remote Sensing Satellite,TUBITAK,Currently being flown,17-Aug-11,Dec-19,"Cartography, land cover/land use, city planning, disaster mitigation/monitoring, environmental monitoring.","RASAT VIS Multispectral, RASAT VIS Panchromatic","913, 912",Sun-synchronous,685 km,98.8 mins,98.21 deg,4,10:30,,Ascending,"http://www.uzay.tubitak.gov.tr/, http://blog.gezgin.gov.tr",http://www.gezgin.gov.tr
909,RazakSAT,RazakSAT,ANGKASA,Mission complete,14-Jul-09,21-Jul-14,Research and development satellite to build the nation's capacity in satellite development.,,,,,,,,N/A,,N/A,,
584,RCM-1,RADARSAT CONSTELLATION-1,"CSA, NRCAN, DND, DFO, AAFC, ECCC, PSC",Currently being flown,12-Jun-19,Oct-26,"Ecosystem monitoring, maritime surveillance, disaster management.","AIS (RCM), SAR (RCM)","947, 946",Sun-synchronous,600 km,96.4 mins,97.7 deg,12,18:00,,Ascending,http://www.asc-csa.gc.ca/eng/satellites/radarsat/default.asp,
585,RCM-2,RADARSAT CONSTELLATION-2,"CSA, NRCAN, DND, DFO, AAFC, ECCC, PSC",Currently being flown,12-Jun-19,Oct-26,"Ecosystem monitoring, maritime surveillance, disaster management.","AIS (RCM), SAR (RCM)","947, 946",Sun-synchronous,600 km,96.4 mins,97.7 deg,12,18:00,,Ascending,http://www.asc-csa.gc.ca/eng/satellites/radarsat/default.asp,
586,RCM-3,RADARSAT CONSTELLATION-3,"CSA, NRCAN, DND, DFO, AAFC, ECCC, PSC",Currently being flown,12-Jun-19,Oct-26,"Ecosystem monitoring, maritime surveillance, disaster management.","AIS (RCM), SAR (RCM)","947, 946",Sun-synchronous,600 km,96.4 mins,97.7 deg,12,18:00,,Ascending,http://www.asc-csa.gc.ca/eng/satellites/radarsat/default.asp,
401,REFIR,Radiation Explorer in the Far IR,ASI,Cancelled,1-Jan-06,1-Jan-00,"Study of radiation processes for climate change, study of water vapour feedback processes and gaseous forcing.",,,Sun-synchronous,,,,,,,TBD,http://www.refir.org/,
276,RESOURCESAT-1,Resource Satellite-1,ISRO,Mission complete,17-Oct-03,7-Dec-13,"Natural resources management, agricultural applications, forestry, etc.","AWiFS, LISS-III (Resourcesat), LISS-IV","460, 934, 461",Sun-synchronous,817 km,102 mins,98.72 deg,26,10:30,,Descending,http://www.isro.org/,
439,RESOURCESAT-2,Resource Satellite-2,ISRO,Currently being flown,20-Apr-11,Apr-20,"Natural resources management, agricultural applications, forestry, etc.","AWiFS, LISS-III (Resourcesat), LISS-IV","460, 934, 461",Sun-synchronous,817 km,102 mins,98.72 deg,26,10:30,,Descending,http://www.isro.org/,
710,RESOURCESAT-2A,Resource Satellite-2A,ISRO,Currently being flown,7-Dec-16,Nov-21,"Natural resources management, agricultural applications, forestry, etc.","AWiFS, LISS-III (Resourcesat), LISS-IV","460, 934, 461",Sun-synchronous,817 km,102 mins,98.72 deg,26,10:30,,Descending,http://www.isro.org/,
573,RESOURCESAT-3,Resource Satellite-3,ISRO,Approved,Jan-21,Dec-24,"Natural resources management, agricultural applications, forestry, etc.","ALISS III, ATCOR","932, 933",Sun-synchronous,795 km,101 mins,98.72 deg,11,10:30,,Descending,http://www.isro.org/,
817,RESOURCESAT-3A,Resource Satellite-3A,ISRO,Approved,Jan-22,Dec-25,"Natural resources management, agricultural applications, forestry, etc.","ALISS III, ATCOR","932, 933",Sun-synchronous,795 km,101 mins,98.72 deg,11,10:30,,Descending,http://www.isro.org/,
818,RESOURCESAT-3S,Resourcesat Sampler-3S,ISRO,Approved,Jul-20,Jul-24,"High-resolution DEM, geo-engineering, cadastral and sub-taluk-level applications.","APAN, LISS-V","1772, 1773",Sun-synchronous,633 km,97.5 mins,97.89 deg,48,10:30,,Descending,,
819,RESOURCESAT-3SA,Resourcesat Sampler-3SA,ISRO,Approved,Jan-21,Jul-25,"High-resolution DEM, geo-engineering, cadastral and sub-taluk-level applications.","APAN, LISS-V","1772, 1773",Sun-synchronous,633 km,97.5 mins,97.89 deg,48,10:30,,Descending,,
444,Resurs DK 1,Environmental Satellite Resurs-DK N1,"ROSKOSMOS, ROSHYDROMET",Mission complete,15-Jun-06,1-Mar-16,"Earth resources, environmental and disaster monitoring, cartography.","Arina, Geoton-L1, Pamela","846, 844, 845","Inclined, non-sun-synchronous",,94 mins,70 deg,6,,,Ascending,http://www.federalspace.ru; http://eng.ntsomz.ru/ks_dzz/satellites,http://geoportal.ntsomz.ru/
135,Resurs-01 N2,Resource satellite first series number 2,ROSKOSMOS,Mission complete,1-Jan-88,1-Jan-94,"Agriculture and forestry, hydrology, environmental monitoring, hydrometeorology, ice and snow, land surface, meteorology.","MSU-E, MSU-SK","228, 195",Sun-synchronous,670 km,,,,,,TBD,http://spuntik1.infospace.ru/,
136,Resurs-01 N3,Resource satellite first series number 3,"ROSKOSMOS, ROSHYDROMET",Mission complete,4-Nov-94,1-Jan-96,"Agriculture and forestry, hydrology, environmental monitoring, hydrometeorology, ice and snow, land surface, meteorology.","MSU-E, MSU-SK","228, 195",Sun-synchronous,678 km,98.01 mins,97.88 deg,,,,TBD,http://spuntik1.infospace.ru/,
153,Resurs-01 N4,Resource satellite first series number 4,ROSKOSMOS,Mission complete,10-Jul-98,7-Feb-02,"Environmental monitoring, agriculture and forestry, hydrology, hydrometeorology, ice and snow, land surface, agriculture, disaster management. Currently only providing data from MR-900B instrument.","ISP, MR-900B, MSU-E, MSU-SK, RMK-2, ScaRaB","213, 216, 228, 195, 210, 382",Sun-synchronous,850 km,101 mins,98.75 deg,,,,TBD,http://sputnik1.infospace.ru/,
443,Resurs-01 N5,Resource satellite first series number 5,ROSKOSMOS,N/A,1-Jan-05,31-Dec-08,"Environmental monitoring, agriculture and forestry, hydrology, hydrometeorology, ice and snow, land surface, agriculture, disaster management.",OEK DZZ WR,791,Sun-synchronous,680 km,,,,,,TBD,http://sputnik1.infospace.ru/,
137,Resurs-02,,ROSKOSMOS,Mission complete,1-Jan-96,1-Jan-98,"Agriculture and forestry, hydrology, environmental monitoring, hydrometeorology, ice and snow, land surface, meteorology.","MIVZA-M, MSU-E1, MSU-SK","223, 229, 195",Sun-synchronous,670 km,,,,,,TBD,http://spuntik1.infospace.ru/,
138,Resurs-F1M series,Resource satellite F series number 1M,ROSKOSMOS,Mission complete,1-Jan-95,1-Jan-98,"Land surface, physical oceanography, geodesy/gravity.","KFA-1000, KFA-200","230, 231",Sun-synchronous,285 km,,,,,,TBD,http://spuntik1.infospace.ru/,
139,Resurs-F2 series,Resource satellite F series number 2,"CAST, ROSKOSMOS",Mission complete,1-Jan-93,1-Jan-96,"Land surface, physical oceanography.",MK-4,232,Sun-synchronous,240 km,,,,,,TBD,http://spuntik1.infospace.ru/,
140,Resurs-F2M series,Resource satellite F series number 2M,ROSKOSMOS,Mission complete,1-Jan-96,1-Jan-96,"Land surface, physical oceanography.",MK-4M,233,Sun-synchronous,240 km,,,,,,TBD,http://spuntik1.infospace.ru/,
141,Resurs-F3 series,Resource satellite F series number 3,ROSKOSMOS,Mission complete,1-Jan-93,1-Jan-98,Cartography (land and ocean) 1:25000 and below.,KFA-3000,234,Sun-synchronous,340 km,,,,,,TBD,http://spuntik1.infospace.ru/,
624,Resurs-P N1,Environmental Satellite Resurs-P N1,"ROSKOSMOS, ROSHYDROMET",Currently being flown,25-Jun-13,Jun-20,"Earth resources, environmental and disaster monitoring, cartography.","Geoton-L1 (2), GSA (1), SHMSA-SR, SHMSA-VR","1684, 1686, 1693, 1694",Sun-synchronous,475 km,,97.3 deg,3,,,Descending,http://en.roscosmos.ru/; http://eng.ntsomz.ru/ks_dzz/satellites,http://geoportal.ntsomz.ru/
626,Resurs-P N2,Environmental Satellite Resurs-P N2,"ROSKOSMOS, ROSHYDROMET",Mission complete,26-Dec-14,1-Mar-19,"Earth resources, environmental and disaster monitoring, cartography.","Geoton-L1 (2), GSA (1), SHMSA-SR, SHMSA-VR","1684, 1686, 1693, 1694",Sun-synchronous,475 km,,97 deg,3,,,Descending,http://www.federalspace.ru,
760,Resurs-P N3,Environmental Satellite Resurs-P N3,ROSKOSMOS,Currently being flown,13-Mar-16,Mar-21,"Earth resources, environmental and disaster monitoring, cartography.","Geoton-L1 (2), GSA (1), SHMSA-SR, SHMSA-VR","1684, 1686, 1693, 1694",Sun-synchronous,475 km,,97.3 deg,3,,,TBD,http://en.roscosmos.ru/,
788,Resurs-P N4,Environmental Satellite Resurs-P N4,ROSKOSMOS,Planned,2020,2025,"Earth resources, environmental and disaster monitoring, cartography.","Geoton-L1 (2), GSA (1), SHMSA-SR, SHMSA-VR","1684, 1686, 1693, 1694",Sun-synchronous,475 km,,97.3 deg,3,,,TBD,http://en.roscosmos.ru/,
789,Resurs-P N5,Environmental Satellite Resurs-P N5,ROSKOSMOS,Planned,2021,2026,"Earth resources, environmental and disaster monitoring, cartography.","Geoton-L1 (2), GSA (1), SHMSA-SR, SHMSA-VR","1684, 1686, 1693, 1694",Sun-synchronous,475 km,,97.3 deg,3,,,TBD,http://en.roscosmos.ru/,
796,Resurs-PM N1,Environmental Satellite Resurs-PM N1,ROSKOSMOS,Planned,2023,2027,"Earth resources, environmental and disaster monitoring, cartography.","BIK-SD 1, GSA (2), OEK VR, SHMASR","1756, 1687, 1754, 1755",Sun-synchronous,,,97.3 deg,3,,,TBD,http://en.roscosmos.ru/,
797,Resurs-PM N2,Environmental Satellite Resurs-PM N2,ROSKOSMOS,Planned,2024,2028,"Earth resources, environmental and disaster monitoring, cartography.","BIK-SD 1, OEK VR","1756, 1754",Sun-synchronous,,,97.3 deg,3,,,TBD,http://en.roscosmos.ru/,
798,Resurs-PM N3,Environmental Satellite Resurs-PM N3,ROSKOSMOS,Planned,2025,2029,"Earth resources, environmental and disaster monitoring, cartography.","BIK-SD 1, OEK VR","1756, 1754",Sun-synchronous,,,97.3 deg,3,,,TBD,http://en.roscosmos.ru/,
799,Resurs-PM N4,Environmental Satellite Resurs-PM N4,ROSKOSMOS,Planned,2026,2030,"Earth resources, environmental and disaster monitoring, cartography.","BIK-SD 1, OEK VR","1756, 1754",Sun-synchronous,,,97.3 deg,3,,,TBD,http://en.roscosmos.ru/,
441,RISAT-1,Radar Imaging Satellite,ISRO,Mission complete,26-Apr-12,26-Apr-18,"Land surface, agriculture and forestry, regional geology, land use studies, water resources, vegetation studies, coastal studies and soils - especially during cloud season.",SAR (RISAT),790,Sun-synchronous,610 km,96.5 mins,97.844 deg,12,6:00,,Descending,http://www.isro.org/,
712,RISAT-1A,Radar Imaging Satellite,ISRO,Approved,Mar-20,Mar-25,"Land surface, agriculture and forestry, regional geology, land use studies, water resources, vegetation studies, coastal studies and soils - especially during cloud season.",SAR (RISAT),790,Sun-synchronous,610 km,96.5 mins,97.844 deg,12,6:00,,Descending,http://www.isro.org/,
865,RISAT-1B,Radar Imaging Satellite,ISRO,Planned,2020,2024,"Land surface, agriculture and forestry, regional geology, land use studies, water resources, vegetation studies, coastal studies and soils - especially during cloud season.",SAR (RISAT),790,Sun-synchronous,610 km,96.5 mins,97.844 deg,12,6:00,,Descending,,
636,RISAT-2,Radar Imaging Satellite,ISRO,Currently being flown,20-Apr-09,Dec-19,For research and disaster management applications purpose.,SAR-X,1521,Sun-synchronous,609 km,97.6 mins,96 deg,,6:00,,Ascending,http://www.isro.org/,
674,RISAT-2F,Radar Imaging Satellite,ISRO,N/A,1-Jan-13,1-Jan-17,For research and disaster management applications purpose.,SAR-X,1521,Sun-synchronous,550 km,90 mins,,,6:00,,Descending,http://www.isro.org/,
673,RISAT-3L,Radar Imaging Satellite,ISRO,N/A,1-Jan-14,1-Jan-20,"Land surface, agriculture and forestry, regional geology, land use studies, water resources, vegetation studies, coastal studies and soils - Specially during cloud season.",SAR-L,922,Sun-synchronous,,96.5 mins,97.844 deg,12,,,Descending,http://www.isro.org/,
454,SABIA-Mar,SABIA-Mar,"INPE, CONAE",Cancelled,1-Jan-17,1-Jan-21,"Ocean Observation, Marine Services, Environmental Monitoring .",MOC,807,Sun-synchronous,,,,,,,Descending,http://www.conae.gov.ar/,
397,SABRINA,SAr Bissat Radar for INterferometric Applications,ASI,Cancelled,20-Apr-12,8-Sep-16,Resarch and testing on interferometric and bistatics techniques.,SAR (SABRINA),706,Sun-synchronous,622 km,97.15 mins,97.8 deg,16,6:00,,Ascending,,
343,SAC-A,,CONAE,Mission complete,1-Dec-98,1-Aug-99,Technological mission.,GPSDR,105,"Inclined, non-sun-synchronous",389 km,,51.6 deg,,,,TBD,http://www.conae.gov.ar/,
344,SAC-C,,CONAE,Mission complete,21-Nov-00,13-Aug-13,"Earth observation, studies the structure and dynamics of the Earth’s surface, atmosphere, ionosphere and geomagnetic field.","DCS (SAC-C), GOLPE, HRTC, HSTC, ICARE, INES, IST, MMP, MMRS, WTE","955, 726, 723, 724, 729, 728, 727, 725, 722, 730",Sun-synchronous,705 km,98 mins,98.2 deg,9,10:25,,Descending,http://www.conae.gov.ar/,
453,SAC-D/Aquarius,SAC-D/Aquarius,"CONAE, NASA",Mission complete,10-Jun-11,8-Jun-15,Earth observation studies; measurement of ocean surface salinity; atmospheric and environmental parameters.,"Aquarius L-Band radiometer, Aquarius L-Band Scatterometer, CARMEN-1 (ICARE), CARMEN-1 (SODAD), DCS (SAC-D), HSC, Lagrange, MWR, NIRST, ROSA, TDP","984, 985, 956, 806, 957, 805, 711, 803, 812, 958, 959",Sun-synchronous,657 km,98 mins,98 deg,7,18:00,,Ascending,http://www.conae.gov.ar/,http://podaac.jpl.nasa.gov/
715,SAC-E/SABIA_MAR-1,Misión Satelital Argentina Brasileña para Información del Ambiente Marino,"CONAE, AEB",Planned,2022,2027,"Ocean colour measurement (open ocean, coastal and in-land waters) (low & medium spatial resolution), SST, Sea & Coastal surveillance, urban lights, polar auroras, fires, data collection system.","DCS (SABIA_MAR), Liulin-AR, MAC, NIR-SWIR, TIR, VIS-NIR","1635, 1806, 1713, 1638, 1712, 1637",Sun-synchronous,702 km,99.8 mins,98.22 deg,9,10:20,,Descending,http://www.conae.gov.ar/,
716,SAC-E/SABIA_MAR-2,Misión Satelital Argentina Brasileña para Información del Ambiente Marino,"AEB, CONAE",Planned,2023,2028,"Ocean colour measurement (open ocean, coastal and in-land waters) (low & medium spatial resolution), SST, Sea & Coastal surveillance, urban lights, polar auroras, fires, data collection system.","DCS (SABIA_MAR), Liulin-AR, MAC, NIR-SWIR, TIR, VIS-NIR","1635, 1806, 1713, 1638, 1712, 1637",Sun-synchronous,702 km,99.8 mins,98.22 deg,9,10:20,,Descending,http://www.conae.gov.ar/,
356,SAGE/AEM-2,Stratospheric Aerosol and Gas Experiment Applications Explorer Mission 2,NASA,Mission complete,18-Feb-79,19-Nov-81,,SAGE I,659,Sun-synchronous,,,,,,,N/A,,
687,SAGE-III-on-ISS,Stratospheric Aerosol and Gas Experiment (SAGE)-III/International Space Station (ISS),NASA,Currently being flown,19-Feb-17,Jun-20,"1-year design life, 3-year Phase E goal. Refurbishment of the SAGE-III instrument and of a hexapod pointing platform, and accommodation studies. This mission flies on the ISS. Objective is to monitor the vertical distribution of aerosols, ozone, and other trace gases in the Earth’s stratosphere and troposphere to enhance our understanding of ozone recovery and climate change processes in the upper atmosphere.",SAGE-III,1598,"Inclined, non-sun-synchronous",405 km,90 mins,51 deg,,,,,https://sage.nasa.gov/missions/about-sage-iii-on-iss/,https://search.earthdata.nasa.gov/search?q=SAGE III/ISS
405,SAOCOM 1A,Satélite Argentino de Observación COn Microondas 1A,"CONAE, ASI",Currently being flown,7-Oct-18,Oct-23,"Earth observation and emergency management with an L-band SAR, soil moisture for agriculture and hydrology (main driver), interferometry.",SAR-L,731,Sun-synchronous,620 km,97.2 mins,97.89 deg,16,5:57:45,,Ascending,http://www.conae.gov.ar/,
452,SAOCOM 1B,Satélite Argentino de Observación COn Microondas 1B,"CONAE, ASI",Approved,Jan-20,Jan-25,"Earth observation and emergency management with an L-band SAR, soil moisture for agriculture and hydrology (main driver), interferometry.",SAR-L,731,Sun-synchronous,620 km,97.2 mins,97.89 deg,16,5:57:45,,Ascending,http://www.conae.gov.ar/,
457,SAOCOM-2A,Satélite Argentino de Observación COn Microondas 2A,"CONAE, ASI",Approved,Jan-23,Jan-28,Earth observation and emergency management with an L-band SAR.,SAR-L,731,Sun-synchronous,620 km,97.2 mins,98 deg,16,6:00,,Ascending,http://www.conae.gov.ar/,
456,SAOCOM-2B,Satélite Argentino de Observación COn Microondas 2B,"CONAE, ASI",Approved,Jan-24,Jan-29,Earth observation and emergency management with an L-band SAR.,SAR-L,731,Sun-synchronous,620 km,97.2 mins,98 deg,16,6:00,,Ascending,http://www.conae.gov.ar/,
572,SARAL,Satellite with ARgos and ALtiKa,"CNES, ISRO",Currently being flown,25-Feb-12,Dec-19,"This will provide precise, repetitive global measurements of sea surface height, significant wave heights and wind speed.","AltiKa, ARGOS","931, 154",Sun-synchronous,799 km,100.59 mins,98.55 deg,35,18:00,,Descending,http://smsc.cnes.fr/SARAL/,
596,SARE-2A (S1),,CONAE,Considered,2026,2031,"Earth observation with high spatial resolution, emergencies, agriculture, land use/land cover, change detection, urban environment, cartography, stereo acquisitions for DEM generation.",OP,1762,Sun-synchronous,550 km,95.6 mins,97.6 deg,,10:30,,Descending,http://www.conae.gov.ar/,
807,SARE-2A (S2),,CONAE,Considered,2026,2031,"Earth observation with high spatial resolution, emergencies, agriculture, land use/land cover, change detection, urban environment, cartography, stereo acquisitions for DEM generation.",CAR,1762,Sun-synchronous,550 km,95.6 mins,97.6 deg,,10:30,,Descending,http://www.conae.gov.ar/,
808,SARE-2A (S3),,CONAE,Considered,2026,2031,"Earth observation with high spatial resolution, emergencies, agriculture, land use/land cover, change detection, urban environment, cartography, stereo acquisitions for DEM generation.",CAR,1762,Sun-synchronous,550 km,95.6 mins,97.6 deg,,10:30,,Descending,http://www.conae.gov.ar/,
809,SARE-2A (S4),,CONAE,Considered,2026,2031,"Earth observation with high spatial resolution, emergencies, agriculture, land use/land cover, change detection, urban environment, cartography, stereo acquisitions for DEM generation.",CAR,1762,Sun-synchronous,550 km,95.6 mins,97.6 deg,,10:30,,Descending,http://www.conae.gov.ar/,
764,SCATSAT-1,SCATSAT-1,ISRO,Currently being flown,26-Sep-16,Aug-21,"Observe the sea roughness, wind velocity vector",Scatterometer (Scatsat-1),1703,Sun-synchronous,720 km,,98.1 deg,,9:20,,Descending,,
671,Scatsat-1,Scatterometer Satellite-1,ISRO,Cancelled,1-Jan-18,1-Jan-22,"Ocean and atmosphere applications, wind speed over oceans, temperature.","Scatterometer (OCEANSAT), TSU","752, 1602",Sun-synchronous,,,,,,,,,
864,SCATSAT-1A,SCATSAT-1A,ISRO,Considered,2021,2026,"Observe the sea roughness, wind velocity vector",Scatterometer (Scatsat-1A),1822,Sun-synchronous,,,,,12:00,,Descending,,
43,SCD-1,Data Collecting Satellite 1,INPE,Currently being flown,9-Feb-93,Dec-19,Data collection and communication.,DCS,758,"Inclined, non-sun-synchronous",750 km,100 mins,25 deg,,,,Ascending,http://www.inpe.br,
44,SCD-2,Data Collecting Satellite 2,INPE,Currently being flown,23-Oct-98,Dec-19,Data collection and communication.,DCS,758,"Inclined, non-sun-synchronous",750 km,100 mins,25 deg,,,,Ascending,http://www.inpe.br,
119,SCD-3,Data Collecting Satellite 3,INPE,Cancelled,1-Dec-06,1-Dec-10,Data collection and communication.,,,"Inclined, non-sun-synchronous",1100 km,107 mins,,,,,TBD,http://www.inpe.br/programas/mecb/default.htm,
394,SCISAT-1,SCISAT-I/ACE,"CSA, ESA, NASA",Currently being flown,12-Aug-03,Mar-21,"The SCISAT satellite has been in continuous spaceflight operation since 2003. It now measures over sixty (60) atmospheric species at still one of the world’s highest vertical resolutions possible, and includes ozone, methane, and multiple CFCs. Many of these species are measured by no other instrument or satellite world-wide, making Canada the sole provider of these datasets globally. As of 2015, the objectives of the mission are to validate data used in: Environment Canada’s Air Quality Health Index, retrieve winds for forecasting, and retrieve chemical information from operational meteorological instruments. Additional objectives are to assess the quality of model predictions for: EC’s UV forecasting system, atmospheric carbon transport, and climate-chemistry process studies.","ACE-FTS, MAESTRO","701, 702","Inclined, non-sun-synchronous",650 km,97.7 mins,74 deg,365,,,N/A,http://www.asc-csa.gc.ca/eng/satellites/scisat/default.asp,https://search.earthdata.nasa.gov/search?q=SCISAT
652,SCLP,Snow and Cold Land Processes,NASA,Cancelled,3-Jan-30,3-Apr-33,"Phase-3 DS Mission, launch order unknown, 3-year nominal mission. Snow accumulation for fresh water availability.","K band radiometers (SCLP), Ku and X-band radars (SCLP)","1545, 1544",Sun-synchronous,,,,15,,,,https://eospso.nasa.gov/missions/snow-and-cold-land-processes,
803,SeaSat,Seafaring Satellite,NASA,Mission complete,26-Jun-78,8-Oct-78,,"ALT (SeaSat), L-Band SAR, LRR (SeaSat), SASS, SMEI, SMMR, VIRR (SeaSat)","1843, 1764, 1844, 1845, 1846, 1763, 1847",,,,,,,,,,
575,Sentinel-1 A,Sentinel-1 A,"ESA, COM",Currently being flown,3-Apr-14,Jan-21,"Providing continuity of C-band SAR data for operational applications notably in the following areas: monitoring of sea ice zones and the arctic environment, surveillance of marine environment, monitoring of land surface motion risks and mapping in support of humanitarian aid in crisis situations.",C-Band SAR,939,Sun-synchronous,693 km,98.74 mins,98.19 deg,12,18:00,,Ascending,http://www.esa.int/esaLP/LPgmes.html,
576,Sentinel-1 B,Sentinel-1 B,"ESA, COM",Currently being flown,25-Apr-16,Apr-23,"Providing continuity of C-band SAR data for operational applications notably in the following areas: monitoring of sea ice zones and the arctic environment, surveillance of marine environment, monitoring of land surface motion risks and mapping in support of humanitarian aid in crisis situations.",C-Band SAR,939,Sun-synchronous,693 km,98.74 mins,98.19 deg,12,18:00,,Ascending,http://www.esa.int/esaLP/LPgmes.html,
